Act,Pred,diff,player_face_url,short_name
4100000.0,4374463.561251909,-274463.56125190854,https://cdn.sofifa.net/players/158/023/22_120.png,L. Messi
14000000.0,12334055.6760858,1665944.3239142,https://cdn.sofifa.net/players/188/545/22_120.png,R. Lewandowski
775000.0,476332.0031937063,298667.9968062937,https://cdn.sofifa.net/players/020/801/22_120.png,Cristiano Ronaldo
36500000.0,38081710.41797234,-1581710.4179723412,https://cdn.sofifa.net/players/190/871/22_120.png,Neymar Jr
375000.0,226973.94275459647,148026.05724540353,https://cdn.sofifa.net/players/192/985/22_120.png,K. De Bruyne
1600000.0,1419948.5710918307,180051.42890816927,https://cdn.sofifa.net/players/231/747/22_120.png,K. Mbappé
300000.0,289674.5298797786,10325.470120221376,https://cdn.sofifa.net/players/202/126/22_120.png,H. Kane
1100000.0,955777.4717517197,144222.5282482803,https://cdn.sofifa.net/players/215/914/22_120.png,N. Kanté
1100000.0,932050.0208232403,167949.97917675972,https://cdn.sofifa.net/players/165/153/22_120.png,K. Benzema
1000000.0,716395.1497571766,283604.85024282336,https://cdn.sofifa.net/players/200/104/22_120.png,H. Son
325000.0,95930.31892454624,229069.68107545376,https://cdn.sofifa.net/players/200/145/22_120.png,Casemiro
325000.0,337569.6014868617,-12569.601486861706,https://cdn.sofifa.net/players/203/376/22_120.png,V. van Dijk
950000.0,1104309.1335648298,-154309.13356482983,https://cdn.sofifa.net/players/208/722/22_120.png,S. Mané
2100000.0,1697928.8648529053,402071.1351470947,https://cdn.sofifa.net/players/209/331/22_120.png,M. Salah
450000.0,460529.0025264025,-10529.002526402473,https://cdn.sofifa.net/players/212/622/22_120.png,J. Kimmich
1200000.0,965584.0849960744,234415.91500392556,https://cdn.sofifa.net/players/155/862/22_120.png,Sergio Ramos
5000000.0,6529605.502731234,-1529605.5027312338,https://cdn.sofifa.net/players/176/580/22_120.png,L. Suárez
11500000.0,12544993.324961454,-1044993.3249614537,https://cdn.sofifa.net/players/182/521/22_120.png,T. Kroos
725000.0,419969.5380076468,305030.4619923532,https://cdn.sofifa.net/players/192/505/22_120.png,R. Lukaku
275000.0,803816.3229890466,-528816.3229890466,https://cdn.sofifa.net/players/202/652/22_120.png,R. Sterling
675000.0,608378.0126921833,66621.98730781674,https://cdn.sofifa.net/players/212/198/22_120.png,Bruno Fernandes
2400000.0,2014788.6593427062,385211.3406572938,https://cdn.sofifa.net/players/239/085/22_120.png,E. Haaland
1800000.0,1002493.291756928,797506.708243072,https://cdn.sofifa.net/players/153/079/22_120.png,S. Agüero
600000.0,778974.5015493333,-178974.50154933333,https://cdn.sofifa.net/players/177/003/22_120.png,L. Modrić
2100000.0,2337018.3607096076,-237018.3607096076,https://cdn.sofifa.net/players/183/898/22_120.png,Á. Di María
5500000.0,4917037.960598171,582962.0394018292,https://cdn.sofifa.net/players/189/596/22_120.png,T. Müller
1000000.0,844627.4099902809,155372.59000971913,https://cdn.sofifa.net/players/192/387/22_120.png,C. Immobile
550000.0,591121.193459034,-41121.193459033966,https://cdn.sofifa.net/players/195/864/22_120.png,P. Pogba
1400000.0,1010892.0801157355,389107.91988426447,https://cdn.sofifa.net/players/199/556/22_120.png,M. Verratti
850000.0,345042.2457996011,504957.7542003989,https://cdn.sofifa.net/players/207/865/22_120.png,Marquinhos
1500000.0,1662364.6161142886,-162364.61611428857,https://cdn.sofifa.net/players/209/658/22_120.png,L. Goretzka
26000000.0,26671972.72816381,-671972.7281638086,https://cdn.sofifa.net/players/211/110/22_120.png,P. Dybala
1100000.0,1386474.8241010606,-286474.8241010606,https://cdn.sofifa.net/players/216/267/22_120.png,A. Robertson
2500000.0,2493776.7027000785,6223.297299921513,https://cdn.sofifa.net/players/228/702/22_120.png,F. de Jong
975000.0,908996.0147419274,66003.98525807261,https://cdn.sofifa.net/players/231/281/22_120.png,T. Alexander-Arnold
675000.0,799988.3477232754,-124988.34772327542,https://cdn.sofifa.net/players/233/049/22_120.png,J. Sancho
6000000.0,6201576.893126756,-201576.89312675595,https://cdn.sofifa.net/players/239/818/22_120.png,Rúben Dias
1600000.0,1645847.0903265774,-45847.090326577425,https://cdn.sofifa.net/players/138/956/22_120.png,G. Chiellini
425000.0,410947.35181212425,14052.648187875748,https://cdn.sofifa.net/players/178/603/22_120.png,M. Hummels
2900000.0,3140114.8011262417,-240114.80112624168,https://cdn.sofifa.net/players/189/332/22_120.png,Jordi Alba
31000000.0,29584377.3451609,1415622.6548390985,https://cdn.sofifa.net/players/189/509/22_120.png,Thiago
425000.0,89306.54778471589,335693.4522152841,https://cdn.sofifa.net/players/189/511/22_120.png,Sergio Busquets
1200000.0,1191185.5831623375,8814.416837662458,https://cdn.sofifa.net/players/189/513/22_120.png,Parejo
850000.0,869043.7094078958,-19043.709407895803,https://cdn.sofifa.net/players/198/219/22_120.png,L. Insigne
8000000.0,9373074.802456021,-1373074.8024560213,https://cdn.sofifa.net/players/201/024/22_120.png,K. Koulibaly
825000.0,890094.2818050683,-65094.281805068254,https://cdn.sofifa.net/players/201/535/22_120.png,R. Varane
35000000.0,32846791.413355395,2153208.586644605,https://cdn.sofifa.net/players/204/485/22_120.png,R. Mahrez
2300000.0,1862198.110457182,437801.88954281807,https://cdn.sofifa.net/players/208/093/22_120.png,Gerard Moreno
800000.0,726288.5084168613,73711.4915831387,https://cdn.sofifa.net/players/208/830/22_120.png,J. Vardy
2500000.0,2254749.570232868,245250.4297671318,https://cdn.sofifa.net/players/209/499/22_120.png,Fabinho
1300000.0,1395810.5843799412,-95810.58437994123,https://cdn.sofifa.net/players/210/514/22_120.png,João Cancelo
750000.0,467722.51767116785,282277.48232883215,https://cdn.sofifa.net/players/212/218/22_120.png,A. Laporte
1400000.0,1558258.887566179,-158258.88756617904,https://cdn.sofifa.net/players/213/345/22_120.png,K. Coman
1900000.0,1937041.258709669,-37041.25870966911,https://cdn.sofifa.net/players/218/667/22_120.png,Bernardo Silva
625000.0,858114.2176315486,-233114.21763154864,https://cdn.sofifa.net/players/226/161/22_120.png,Marcos Llorente
11000000.0,11351711.442248434,-351711.4422484338,https://cdn.sofifa.net/players/231/866/22_120.png,Rodri
1200000.0,1436140.3163797557,-236140.31637975574,https://cdn.sofifa.net/players/232/363/22_120.png,M. Škriniar
1200000.0,1281563.007652402,-81563.00765240192,https://cdn.sofifa.net/players/143/076/22_120.png,A. Gómez
600000.0,798493.2698078454,-198493.26980784535,https://cdn.sofifa.net/players/164/240/22_120.png,Thiago Silva
1500000.0,1087285.6635586917,412714.33644130826,https://cdn.sofifa.net/players/168/542/22_120.png,David Silva
625000.0,677845.8509313464,-52845.85093134642,https://cdn.sofifa.net/players/179/813/22_120.png,E. Cavani
725000.0,994588.5878415704,-269588.5878415704,https://cdn.sofifa.net/players/183/277/22_120.png,E. Hazard
725000.0,474757.9973794222,250242.0026205778,https://cdn.sofifa.net/players/184/344/22_120.png,L. Bonucci
